"Time","Day_Type_ID","Total_Carriageway_Flow","Speed_Value","Intencity","Volume","Result"
"1/1/2014 19:30","14","349.00","106.07","1396.00","13.161120015084","0"
"1/1/2014 19:45","14","291.00","106.8","1164.00","10.898876404494","0"
"1/1/2014 20:00","14","349.00","104.55","1396.00","13.352462936394","0"
"1/1/2014 20:15","14","305.00","105.96","1220.00","11.513778784447","0"
"1/1/2014 20:30","14","249.00","105.37","996.00","9.4524058081048","0"
"1/1/2014 20:45","14","236.00","106.22","944.00","8.8872152137074","0"
"1/1/2014 21:00","14","204.00","103.25","816.00","7.9031476997579","0"
"1/1/2014 21:15","14","217.00","105.38","868.00","8.2368570886316","0"
"1/1/2014 21:30","14","214.00","104.29","856.00","8.2078818678684","0"
"1/1/2014 21:45","14","176.00","105.14","704.00","6.6958341259273","0"
"1/1/2014 22:00","14","184.00","105.15","736.00","6.9995244888255","0"
"1/1/2014 22:15","14","162.00","105.93","648.00","6.1172472387426","0"
"1/1/2014 22:30","14","143.00","105.23","572.00","5.4357122493585","0"
"1/1/2014 22:45","14","142.00","106.16","568.00","5.3504144687265","0"
"1/1/2014 23:00","14","102.00","104.74","408.00","3.8953599388963","0"
"1/1/2014 23:15","14","127.00","104.47","508.00","4.8626399923423","0"
"1/1/2014 23:30","14","92.00","105.4","368.00","3.4914611005693","0"
"1/1/2014 23:45","14","92.00","106.56","368.00","3.4534534534535","0"
"2/1/2014 0:00","5","182.00","99.77","728.00","7.29678259998","0"
"2/1/2014 0:15","5","183.00","100.27","732.00","7.3002892191084","0"
"2/1/2014 0:30","5","150.00","101.47","600.00","5.9130777569725","0"
"2/1/2014 0:45","5","144.00","101.07","576.00","5.6990204808549","0"
"2/1/2014 1:00","5","118.00","98.7","472.00","4.7821681864235","0"
"2/1/2014 1:15","5","103.00","100.79","412.00","4.087707113801","0"
"2/1/2014 1:30","5","97.00","99.37","388.00","3.9045989735333","0"
"2/1/2014 1:45","5","94.00","98.92","376.00","3.80105135463","0"
"2/1/2014 2:00","5","89.00","95.88","356.00","3.7129745515227","0"
"2/1/2014 2:15","5","78.00","97.47","312.00","3.2009849184364","0"
"2/1/2014 2:30","5","86.00","94.88","344.00","3.6256323777403","0"
"2/1/2014 2:45","5","77.00","97.52","308.00","3.1583264971288","0"
"2/1/2014 3:00","5","113.00","93.41","452.00","4.8388823466438","0"
"2/1/2014 3:15","5","103.00","96.35","412.00","4.2760768033212","0"
"2/1/2014 3:30","5","109.00","97.51","436.00","4.4713362732027","0"
"2/1/2014 3:45","5","100.00","97.54","400.00","4.1008816895633","0"
"2/1/2014 4:00","5","106.00","96.65","424.00","4.3869632695292","0"
"2/1/2014 4:15","5","118.00","95.22","472.00","4.9569418189456","0"
"2/1/2014 4:30","5","124.00","101.13","496.00","4.9045782655987","0"
"2/1/2014 4:45","5","147.00","101.77","588.00","5.7777341063182","0"
"2/1/2014 5:00","5","147.00","100.36","588.00","5.8589079314468","0"
"2/1/2014 5:15","5","170.00","101.75","680.00","6.6830466830467","0"
"2/1/2014 5:30","5","194.00","99.26","776.00","7.8178521055813","0"
"2/1/2014 5:45","5","217.00","101.78","868.00","8.5281980742779","0"
"2/1/2014 6:00","5","261.00","102.65","1044.00","10.17048222114","0"
"2/1/2014 6:15","5","235.00","103.46","940.00","9.0856369611444","0"
"2/1/2014 6:30","5","248.00","104.31","992.00","9.5101140830218","0"
"2/1/2014 6:45","5","288.00","101.94","1152.00","11.300765155974","0"
"2/1/2014 7:00","5","307.00","103.94","1228.00","11.814508370214","0"
"2/1/2014 7:15","5","375.00","106.91","1500.00","14.030492937985","0"
"2/1/2014 7:30","5","424.00","108.2","1696.00","15.674676524954","0"
"2/1/2014 7:45","5","454.00","108.21","1816.00","16.782182792718","0"
"2/1/2014 8:00","5","422.00","109.22","1688.00","15.455044863578","0"
"2/1/2014 8:15","5","560.00","106","2240.00","21.132075471698","0"
"2/1/2014 8:30","5","556.00","108.49","2224.00","20.499585215227","0"
"2/1/2014 8:45","5","563.00","107.74","2252.00","20.902171895304","0"
"2/1/2014 9:00","5","552.00","109.14","2208.00","20.230896096756","0"
"2/1/2014 9:15","5","584.00","106.31","2336.00","21.973473803029","0"
"2/1/2014 9:30","5","654.00","107.12","2616.00","24.421209858103","0"
"2/1/2014 9:45","5","699.00","106.75","2796.00","26.192037470726","0"
"2/1/2014 10:00","5","729.00","106.06","2916.00","27.493871393551","0"
"2/1/2014 10:15","5","686.00","103.81","2744.00","26.432906271072","0"
"2/1/2014 10:30","5","738.00","107.81","2952.00","27.381504498655","0"
"2/1/2014 10:45","5","814.00","108.48","3256.00","30.014749262537","0"
"2/1/2014 11:00","5","818.00","107.67","3272.00","30.389152038637","0"
"2/1/2014 11:15","5","804.00","108.01","3216.00","29.775020831404","0"
"2/1/2014 11:30","5","878.00","107.19","3512.00","32.764250396492","0"
"2/1/2014 11:45","5","910.00","104.05","3640.00","34.983181162902","0"
"2/1/2014 12:00","5","881.00","106.88","3524.00","32.971556886228","0"
"2/1/2014 12:15","5","844.00","106.67","3376.00","31.649010968407","0"
"2/1/2014 12:30","5","904.00","107.32","3616.00","33.693626537458","0"
"2/1/2014 12:45","5","848.00","108.9","3392.00","31.147842056933","0"
"2/1/2014 13:00","5","775.00","107.26","3100.00","28.901734104046","0"
"2/1/2014 13:15","5","819.00","107.35","3276.00","30.517000465766","0"
"2/1/2014 13:30","5","871.00","107.05","3484.00","32.545539467539","0"
"2/1/2014 13:45","5","785.00","107.99","3140.00","29.076766367256","0"
"2/1/2014 14:00","5","796.00","108.39","3184.00","29.375403635022","0"
"2/1/2014 14:15","5","768.00","106.01","3072.00","28.978398264315","0"
"2/1/2014 14:30","5","726.00","106.83","2904.00","27.183375456332","0"
"2/1/2014 14:45","5","753.00","104.89","3012.00","28.715797502145","0"
"2/1/2014 15:00","5","631.00","104.29","2524.00","24.201745133762","0"
"2/1/2014 15:15","5","653.00","107.19","2612.00","24.367944770967","0"
"2/1/2014 15:30","5","688.00","104.14","2752.00","26.425965047052","0"
"2/1/2014 15:45","5","695.00","106.37","2780.00","26.135188492996","0"
"2/1/2014 16:00","5","658.00","108.12","2632.00","24.343322234554","0"
"2/1/2014 16:15","5","696.00","107.1","2784.00","25.994397759104","0"
"2/1/2014 16:30","5","779.00","106.67","3116.00","29.211587137902","0"
"2/1/2014 16:45","5","672.00","109.21","2688.00","24.61313066569","0"
"2/1/2014 17:00","5","626.00","105.61","2504.00","23.709875958716","0"
"2/1/2014 17:15","5","648.00","104.42","2592.00","24.822830875311","0"
"2/1/2014 17:30","5","631.00","102.91","2524.00","24.526285103488","0"
"2/1/2014 17:45","5","630.00","104.35","2520.00","24.149496885482","0"
"2/1/2014 18:00","5","699.00","104.82","2796.00","26.674298797939","0"
"2/1/2014 18:15","5","607.00","106.17","2428.00","22.868983705378","0"
"2/1/2014 18:30","5","609.00","103.75","2436.00","23.479518072289","0"
"2/1/2014 18:45","5","546.00","107.15","2184.00","20.382641157256","0"
"2/1/2014 19:00","5","458.00","106.44","1832.00","17.211574596017","0"
"2/1/2014 19:15","5","512.00","105.26","2048.00","19.456583697511","0"
"2/1/2014 19:30","5","442.00","103.53","1768.00","17.077175697865","0"
"2/1/2014 19:45","5","403.00","103.83","1612.00","15.525378021766","0"
"2/1/2014 20:00","5","346.00","105.83","1384.00","13.077577246527","0"
"2/1/2014 20:15","5","341.00","104.46","1364.00","13.057629714723","0"
"2/1/2014 20:30","5","332.00","105.68","1328.00","12.566237698713","0"
"2/1/2014 20:45","5","247.00","106.44","988.00","9.282224727546","0"
"2/1/2014 21:00","5","227.00","105.77","908.00","8.5846648388012","0"
"2/1/2014 21:15","5","227.00","106.22","908.00","8.5482959894558","0"
"2/1/2014 21:30","5","246.00","105.87","984.00","9.2944176820629","0"
"2/1/2014 21:45","5","160.00","102.28","640.00","6.2573328118889","0"
"2/1/2014 22:00","5","318.00","106.39","1272.00","11.95601090328","0"
"2/1/2014 22:15","5","232.00","107.68","928.00","8.6181277860327","0"
"2/1/2014 22:30","5","214.00","105.64","856.00","8.1029912911776","0"
"2/1/2014 22:45","5","193.00","105.76","772.00","7.2995461422088","0"
"2/1/2014 23:00","5","240.00","105.61","960.00","9.0900482908815","0"
"2/1/2014 23:15","5","224.00","107.19","896.00","8.3589887116335","0"
"2/1/2014 23:30","5","205.00","105.66","820.00","7.76074200265","0"
"2/1/2014 23:45","5","181.00","105.84","724.00","6.8405139833711","0"
"3/1/2014 0:00","5","177.00","104.79","708.00","6.7563698826224","0"
"3/1/2014 0:15","5","159.00","105.59","636.00","6.0232976607633","0"
"3/1/2014 0:30","5","131.00","102.64","524.00","5.1052221356196","0"
"3/1/2014 0:45","5","153.00","100.92","612.00","6.064209274673","0"
"3/1/2014 1:00","5","136.00","102.79","544.00","5.2923436131919","0"
"3/1/2014 1:15","5","81.00","102.47","324.00","3.1619010442081","0"
"3/1/2014 1:30","5","109.00","100.32","436.00","4.3460925039872","0"
"3/1/2014 1:45","5","99.00","101.61","396.00","3.8972542072631","0"
"3/1/2014 2:00","5","95.00","98.53","380.00","3.8566933928753","0"
"3/1/2014 2:15","5","81.00","98.83","324.00","3.2783567742588","0"
"3/1/2014 2:30","5","77.00","99.31","308.00","3.1013996576377","0"
"3/1/2014 2:45","5","98.00","98.73","392.00","3.9704243897498","0"
"3/1/2014 3:00","5","83.00","100.34","332.00","3.3087502491529","0"
"3/1/2014 3:15","5","110.00","100.27","440.00","4.388151989628","0"
"3/1/2014 3:30","5","107.00","98.36","428.00","4.3513623424156","0"
"3/1/2014 3:45","5","93.00","98.43","372.00","3.7793355684243","0"
"3/1/2014 4:00","5","97.00","99.4","388.00","3.9034205231388","0"
"3/1/2014 4:15","5","119.00","98","476.00","4.8571428571429","0"
"3/1/2014 4:30","5","117.00","100.44","468.00","4.6594982078853","0"
"3/1/2014 4:45","5","137.00","99.6","548.00","5.5020080321285","0"
"3/1/2014 5:00","5","165.00","99.74","660.00","6.617204732304","0"
"3/1/2014 5:15","5","182.00","99.97","728.00","7.2821846553966","0"
"3/1/2014 5:30","5","195.00","100.65","780.00","7.7496274217586","0"
"3/1/2014 5:45","5","192.00","102.68","768.00","7.479548110635","0"
"3/1/2014 6:00","5","257.00","103.91","1028.00","9.8931767876047","0"
"3/1/2014 6:15","5","254.00","103.21","1016.00","9.8440073636276","0"
"3/1/2014 6:30","5","297.00","107.48","1188.00","11.053219203573","0"
"3/1/2014 6:45","5","357.00","107.43","1428.00","13.292376431164","0"
"3/1/2014 7:00","5","375.00","108.34","1500.00","13.84530182758","0"
"3/1/2014 7:15","5","421.00","107.73","1684.00","15.631671772023","0"
"3/1/2014 7:30","5","462.00","106.31","1848.00","17.383124823629","0"
"3/1/2014 7:45","5","508.00","108.59","2032.00","18.712588636154","0"
"3/1/2014 8:00","5","535.00","107.95","2140.00","19.823992589162","0"
"3/1/2014 8:15","5","571.00","107.38","2284.00","21.27025516856","0"
"3/1/2014 8:30","5","618.00","108.98","2472.00","22.683061112131","0"
"3/1/2014 8:45","5","618.00","110.03","2472.00","22.466600018177","0"
"3/1/2014 9:00","5","656.00","108.78","2624.00","24.122081264938","0"
"3/1/2014 9:15","5","717.00","106.62","2868.00","26.899268429938","0"
"3/1/2014 9:30","5","763.00","107.67","3052.00","28.345871644841","0"
"3/1/2014 9:45","5","804.00","107.05","3216.00","30.042036431574","0"
"3/1/2014 10:00","5","781.00","107.22","3124.00","29.13635515762","0"
"3/1/2014 10:15","5","871.00","105.46","3484.00","33.036222264366","0"
"3/1/2014 10:30","5","878.00","108.14","3512.00","32.47641945626","0"
"3/1/2014 10:45","5","962.00","106.02","3848.00","36.295038671949","0"
"3/1/2014 11:00","5","944.00","105.64","3776.00","35.744036349867","0"
"3/1/2014 11:15","5","930.00","106.11","3720.00","35.057958722081","0"
"3/1/2014 11:30","5","905.00","106.54","3620.00","33.977848695326","0"
"3/1/2014 11:45","5","996.00","106.74","3984.00","37.324339516582","0"
"3/1/2014 12:00","5","962.00","107.63","3848.00","35.75211372294","0"
"3/1/2014 12:15","5","926.00","106.62","3704.00","34.740198836991","0"
"3/1/2014 12:30","5","935.00","108.15","3740.00","34.581599630143","0"
"3/1/2014 12:45","5","910.00","107.6","3640.00","33.828996282528","0"
"3/1/2014 13:00","5","916.00","108.02","3664.00","33.919644510276","0"
"3/1/2014 13:15","5","915.00","108.43","3660.00","33.754495988195","0"
"3/1/2014 13:30","5","911.00","108.78","3644.00","33.498804927376","0"
"3/1/2014 13:45","5","845.00","108.71","3380.00","31.091895869745","0"
"3/1/2014 14:00","5","852.00","109.32","3408.00","31.174533479693","0"
"3/1/2014 14:15","5","862.00","107.88","3448.00","31.961438635521","0"
"3/1/2014 14:30","5","848.00","108.72","3392.00","31.199411331862","0"
"3/1/2014 14:45","5","786.00","108.09","3144.00","29.086872051069","0"
"3/1/2014 15:00","5","744.00","109.76","2976.00","27.113702623907","0"
"3/1/2014 15:15","5","717.00","108.74","2868.00","26.374839065661","0"
"3/1/2014 15:30","5","736.00","108.55","2944.00","27.121142330723","0"
"3/1/2014 15:45","5","766.00","109.54","3064.00","27.971517253971","0"
"3/1/2014 16:00","5","705.00","109.51","2820.00","25.751072961373","0"
"3/1/2014 16:15","5","746.00","110.3","2984.00","27.053490480508","0"
"3/1/2014 16:30","5","757.00","110.62","3028.00","27.372988609655","0"
"3/1/2014 16:45","5","714.00","109.29","2856.00","26.13230853692","0"
"3/1/2014 17:00","5","748.00","109.95","2992.00","27.212369258754","0"
"3/1/2014 17:15","5","713.00","109.59","2852.00","26.024272287617","0"
"3/1/2014 17:30","5","650.00","110.76","2600.00","23.474178403756","0"
"3/1/2014 17:45","5","770.00","108.12","3080.00","28.486866444691","0"
"3/1/2014 18:00","5","711.00","105.49","2844.00","26.959901412456","0"
"3/1/2014 18:15","5","690.00","105.35","2760.00","26.198386331277","0"
"3/1/2014 18:30","5","605.00","107.4","2420.00","22.532588454376","0"
"3/1/2014 18:45","5","621.00","106.56","2484.00","23.310810810811","0"
"3/1/2014 19:00","5","615.00","105.69","2460.00","23.275617371558","0"
"3/1/2014 19:15","5","498.00","107.19","1992.00","18.583823117828","0"
"3/1/2014 19:30","5","461.00","109.15","1844.00","16.894182317911","0"
"3/1/2014 19:45","5","375.00","109.3","1500.00","13.723696248856","0"
"3/1/2014 20:00","5","367.00","106.74","1468.00","13.753044781713","0"
"3/1/2014 20:15","5","344.00","108.55","1376.00","12.67618608936","0"
"3/1/2014 20:30","5","302.00","107.55","1208.00","11.231985123199","0"
"3/1/2014 20:45","5","311.00","110.61","1244.00","11.246722719465","0"
"3/1/2014 21:00","5","240.00","109.15","960.00","8.79523591388","0"
"3/1/2014 21:15","5","243.00","107.03","972.00","9.0815659160983","0"
"3/1/2014 21:30","5","217.00","108.15","868.00","8.0258899676375","0"
"3/1/2014 21:45","5","244.00","106.29","976.00","9.1824254398344","0"
"3/1/2014 22:00","5","277.00","107.38","1108.00","10.318495064258","0"
"3/1/2014 22:15","5","259.00","107.03","1036.00","9.6795291039895","0"
"3/1/2014 22:30","5","270.00","106.42","1080.00","10.14846833302","0"
"3/1/2014 22:45","5","233.00","107.89","932.00","8.6384280285476","0"
"3/1/2014 23:00","5","219.00","105.89","876.00","8.2727358579658","0"
"3/1/2014 23:15","5","204.00","107.76","816.00","7.5723830734967","0"
"3/1/2014 23:30","5","205.00","107.24","820.00","7.6464005967922","0"
"3/1/2014 23:45","5","212.00","108.25","848.00","7.8337182448037","0"
"4/1/2014 0:00","1","138.00","103.66","552.00","5.3251012926876","0"
"4/1/2014 0:15","1","118.00","101.28","472.00","4.6603475513428","0"
"4/1/2014 0:30","1","104.00","103.08","416.00","4.0357004268529","0"
"4/1/2014 0:45","1","95.00","104.75","380.00","3.6276849642005","0"
"4/1/2014 1:00","1","98.00","101.74","392.00","3.852958521722","0"
"4/1/2014 1:15","1","63.00","99.57","252.00","2.5308827960229","0"
"4/1/2014 1:30","1","86.00","99.22","344.00","3.4670429348922","0"
"4/1/2014 1:45","1","88.00","97.9","352.00","3.5955056179775","0"
"4/1/2014 2:00","1","82.00","100.99","328.00","3.247846321418","0"
"4/1/2014 2:15","1","58.00","101.82","232.00","2.2785307405225","0"
"4/1/2014 2:30","1","54.00","93.64","216.00","2.3067065356685","0"
"4/1/2014 2:45","1","80.00","98.35","320.00","3.2536858159634","0"
"4/1/2014 3:00","1","83.00","97.48","332.00","3.4058268362741","0"
"4/1/2014 3:15","1","61.00","98.65","244.00","2.4733907754688","0"
"4/1/2014 3:30","1","72.00","100.24","288.00","2.8731045490822","0"
"4/1/2014 3:45","1","81.00","97.27","324.00","3.3309345121826","0"
"4/1/2014 4:00","1","110.00","101.41","440.00","4.3388226013214","0"
"4/1/2014 4:15","1","108.00","100.17","432.00","4.3126684636119","0"
"4/1/2014 4:30","1","109.00","101.85","436.00","4.2808051055474","0"
"4/1/2014 4:45","1","176.00","103.02","704.00","6.8336245389245","0"
"4/1/2014 5:00","1","167.00","100.51","668.00","6.6461048651875","0"
"4/1/2014 5:15","1","196.00","99.94","784.00","7.8447068240945","0"
"4/1/2014 5:30","1","239.00","99.4","956.00","9.6177062374245","0"
"4/1/2014 5:45","1","278.00","100.98","1112.00","11.012081600317","0"
"4/1/2014 6:00","1","351.00","103.38","1404.00","13.580963435868","0"
"4/1/2014 6:15","1","402.00","104.59","1608.00","15.374318768525","0"
"4/1/2014 6:30","1","453.00","105.02","1812.00","17.253856408303","0"
"4/1/2014 6:45","1","574.00","107.01","2296.00","21.455938697318","0"
"4/1/2014 7:00","1","726.00","106.3","2904.00","27.318908748824","0"
"4/1/2014 7:15","1","855.00","104.07","3420.00","32.862496396656","0"
"4/1/2014 7:30","1","1053.00","104.1","4212.00","40.461095100865","0"
"4/1/2014 7:45","1","1068.00","102.84","4272.00","41.540256709452","0"
"4/1/2014 8:00","1","1164.00","102.74","4656.00","45.318279151256","0"
"4/1/2014 8:15","1","1113.00","104.2","4452.00","42.725527831094","0"
"4/1/2014 8:30","1","1034.00","105.22","4136.00","39.308116327694","0"
"4/1/2014 8:45","1","970.00","104.42","3880.00","37.157632637426","0"
"4/1/2014 9:00","1","933.00","103.44","3732.00","36.078886310905","0"
"4/1/2014 9:15","1","868.00","105.04","3472.00","33.054074638233","0"
"4/1/2014 9:30","1","817.00","105.1","3268.00","31.094196003806","0"
"4/1/2014 9:45","1","830.00","104.92","3320.00","31.643156690812","0"
"4/1/2014 10:00","1","781.00","105","3124.00","29.752380952381","0"
"4/1/2014 10:15","1","851.00","104.35","3404.00","32.62098706277","0"
"4/1/2014 10:30","1","767.00","104.93","3068.00","29.238539979034","0"
"4/1/2014 10:45","1","788.00","103.22","3152.00","30.53671769037","0"
"4/1/2014 11:00","1","600.00","104.02","2400.00","23.072486060373","0"
"4/1/2014 11:15","1","906.00","103.47","3624.00","35.024644824587","0"
"4/1/2014 11:30","1","777.00","103.43","3108.00","30.049308711206","0"
"4/1/2014 11:45","1","670.00","104.44","2680.00","25.660666411337","0"
"4/1/2014 12:00","1","805.00","103.09","3220.00","31.23484334077","0"
"4/1/2014 12:15","1","710.00","104.94","2840.00","27.063083666857","0"
"4/1/2014 12:30","1","735.00","103.41","2940.00","28.430519292138","0"
"4/1/2014 12:45","1","799.00","102.76","3196.00","31.101595951732","0"
"4/1/2014 13:00","1","798.00","103.37","3192.00","30.879365386476","0"
"4/1/2014 13:15","1","826.00","103.23","3304.00","32.006199748135","0"
"4/1/2014 13:30","1","769.00","103.84","3076.00","29.62249614792","0"
"4/1/2014 13:45","1","824.00","102.76","3296.00","32.074737251849","0"
"4/1/2014 14:00","1","926.00","103.12","3704.00","35.919317300233","0"
"4/1/2014 14:15","1","943.00","103.18","3772.00","36.557472378368","0"
"4/1/2014 14:30","1","951.00","102.81","3804.00","37.000291800409","0"
"4/1/2014 14:45","1","1007.00","102.51","4028.00","39.293727441225","0"
"4/1/2014 15:00","1","986.00","101.69","3944.00","38.784541252827","0"
"4/1/2014 15:15","1","1001.00","102.28","4004.00","39.14743840438","0"
"4/1/2014 15:30","1","1166.00","101.81","4664.00","45.810824084078","0"
"4/1/2014 15:45","1","1127.00","103.22","4508.00","43.673706645999","0"
"4/1/2014 16:00","1","1263.00","100.97","5052.00","50.034663761513","0"
"4/1/2014 16:15","1","1338.00","96.74","5352.00","55.323547653504","0"
"4/1/2014 16:30","1","1270.00","97.51","5080.00","52.097220797867","0"
"4/1/2014 16:45","1","1130.00","103.81","4520.00","43.541084673924","0"
"4/1/2014 17:00","1","1189.00","103.77","4756.00","45.832128746266","0"
"4/1/2014 17:15","1","1335.00","102.56","5340.00","52.067082683307","0"
"4/1/2014 17:30","1","1257.00","99.96","5028.00","50.300120048019","0"
"4/1/2014 17:45","1","1279.00","103.45","5116.00","49.453842435959","0"
"4/1/2014 18:00","1","1510.00","94.02","6040.00","64.241650712614","0"
"4/1/2014 18:15","1","1393.00","96.95","5572.00","57.472924187726","0"
"4/1/2014 18:30","1","1256.00","100.13","5024.00","50.174772795366","0"
"4/1/2014 18:45","1","1160.00","104.55","4640.00","44.380679100909","0"
"4/1/2014 19:00","1","1024.00","104.75","4096.00","39.102625298329","0"
"4/1/2014 19:15","1","872.00","107.76","3488.00","32.368225686711","0"
"4/1/2014 19:30","1","884.00","104.49","3536.00","33.840558905158","0"
"4/1/2014 19:45","1","863.00","101.43","3452.00","34.033323474317","0"
"4/1/2014 20:00","1","796.00","103.13","3184.00","30.873654610686","0"
"4/1/2014 20:15","1","615.00","101.05","2460.00","24.344383968333","0"
"4/1/2014 20:30","1","478.00","104.27","1912.00","18.337009686391","0"
"4/1/2014 20:45","1","404.00","106.32","1616.00","15.199398043642","0"
"4/1/2014 21:00","1","372.00","105.71","1488.00","14.076246334311","0"
"4/1/2014 21:15","1","375.00","104.28","1500.00","14.384349827388","0"
"4/1/2014 21:30","1","318.00","105.97","1272.00","12.003397187883","0"
